Word,Word_Length,Num_Syllables,Part_of_Speech,Etymology1,Etymology2,Etymology3,Etymology4,Etymology5,Etymology6,Etymology7,1996 Round,1996 Error,1997 Round,1997 Error,1998 Round,1998 Error,1999 Round,1999 Error,2000 Round,2000 Error,2001 Round,2001 Error,2002 Round,2002 Error,2003 Round,2003 Error,2004 Round,2004 Error,2005 Round,2005 Error,2006 Round,2006 Error,2007 Round,2007 Error,2008 Round,2008 Error,2009 Round,2009 Error,2010 Round,2010 Error,2011 Round,2011 Error,2012 Round,2012 Error,2013 Round,2013 Error,2014 Round,2014 Error,2015 Round,2015 Error,2016 Round,2016 Error,2017 Round,2017 Error
vichyssoise,11,3,noun,French  ,,,,,,,,,,,,,4,1,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
vinaigrette,11,3,noun,French  ,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
virgule,7,2,noun,French  ,Latin,,,,,,,,,,,,,,,,,,3,1,,,2,1,,,,,,,,,,,2,0,,,3,0,2,0,2,1,,,,,,
vitrine,7,2,noun,French  ,Old French,Latin,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voile,5,1,noun,French  , Old French  ,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
voiturette,10,3,noun,French  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
voussoir,8,2,noun,French  ,Old French,Vulgar Latin,Latin,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,5,0,,,,,,,,,,,,,,,22,0
zouave,6,2,noun,French  ,Arabic,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,
kwashiorkor,11,4,noun,Ga,,,,,,,,,6,1,,,,,1,0,,,,,1,0,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,
parinari,8,4,noun,Galibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,,
clerisy,7,3,noun,German,Medieval Latin,Late Latin,,,,,,,1,0,,,,,1,1,,,,,1,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
nihilism,8,3,noun,German,Latin,,,,,,,,1,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
ersatz,6,2,adjective,German,,,,,,,,,4,1,,,,,4,0,,,,,,,,,,,5,0,,,,,,,2,0,3,0,3,0,,,2,0,,,,,,
decaffeinate,12,4,transitive verb,German,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foppery,7,2,noun,German,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphitic,9,3,adjective,German,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grobian,7,3,noun,German,Medieval Latin, Middle Low German  ,Old High German,,,,5,0,,,,,,,,,,,4,0,,,,,4,0,,,,,,,,,,,,,,,3,0,,,,,,,,
heuristic,9,3,adjective,German,New Latin,Greek,,,,,5,1,,,,,1,0,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirsch,6,1,noun,German,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abendmusik,10,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
ablaut,6,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
abseil,6,2,verb,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,
acetone,7,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
acoelous,8,2,adjective,German,Greek,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albumblatt,10,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,
allothogenic,12,5,adjective,German,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,
allotriophagy,13,6,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,
animism,7,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
antinomy,8,4,noun,German,Latin, Greek  ,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
Aufgabe,7,3,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,
augenphilologie,15,6,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,,,,,,
austausch,9,2,noun,German,Old High German,,,,,,,,,,,,,,,,1,0,,,,,,,,,11,0,,,,,6,0,,,,,,,,,,,,,,,,
backfisch,9,2,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,
backstein,9,2,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
Bandkeramik,11,4,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0
barouche,8,2,noun,German,Italian,Late Latin,Latin,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauhaus,7,2,adjective,German,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,3,0,,,,,,,3,0,,,,,,,,
Beckmesser,10,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,
braunschweiger,14,3,noun,German,,,,,,,,,,,,,4,0,,,,,,,,,2,0,,,,,,,,,3,1,,,,,,,,,,,,,,,,
caffeol,7,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,
cobalt,6,2,noun,German,Middle High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
corpsbruder,11,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,
creatinine,10,4,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,
defervescence,13,4,noun,German,Latin,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diktat,6,2,noun,German,New Latin,Latin,,,,,,,,,,,,,,,,,,,6,0,,,2,0,,,,,,,,,,,,,,,,,,,3,0,,,,
dirndl,6,2,noun,German, German  ,,,,,,,,,,,,4,1,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drahthaar,9,2,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,
dreikanter,10,3,noun,German,Old High German,Low German,Middle Low German,Middle Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,
durchkomponiert,15,4,adjective,German,Old High German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0
echt,4,1,adjective,German, Yiddish,,,,,,,,,,,,,,8,0,,,,,,,,,,,4,0,,,,,,,,,2,0,3,0,2,0,2,0,,,,,,
eiderdown,9,3,noun,German,Icelandic,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
eigenvalue,10,4,noun,German,,,,,,,,,,,,,1,0,,,,,,,4,0,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
einkanter,9,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,
enzyme,6,2,noun,German,Middle Greek,Greek,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eutrophic,9,3,adjective,German,Greek,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
famulus,7,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
feldspar,8,2,noun,German,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
fenster,7,2,noun,German, Old High German  ,West German,Latin,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formenkreis,11,3,noun,German,Middle High German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,
fugleman,8,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
galanterie,10,4,noun,German,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
gasthaus,8,2,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
geige,5,2,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
gemeinschaft,12,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,,,,,,
Gesamtkunstwerk,15,4,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
gesellschaft,12,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,,
gestalt,7,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
gesundheit,10,3,interjection,German,Old High German,,,,,,,,,,3,1,,,,,,,3,1,,,,,,,,,,,,,,,3,0,2,0,,,2,0,2,0,,,,,,
Gleichschaltung,15,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,
gneiss,6,1,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,6,1,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,2,0
graupel,7,2,noun,German,,,,,,,,,,,1,1,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,2,1,2,0,,,,,,
Hanswurst,9,2,noun,German,Low German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,
heiligenschein,14,4,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,,,,,,,22,0
henotheism,10,3,noun,German,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
herrenvolk,10,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,
hoodlum,7,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
humoresque,10,3,noun,German,Medieval Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
hyoscyamine,11,5,noun,German,New Latin,Latin, Greek  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
ignimbrite,10,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
immiserization,14,6,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
intarsia,8,3,noun,German,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,3,0,,,,,,
inulin,6,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
Jugendstil,10,3,noun,German,Middle High German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,
kanone,6,3,noun,German,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,
kipfel,6,2,noun,German, Old High German  ,Latin,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,
kitsch,6,1,noun,German,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,
kobold,6,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
krausen,7,2,transitive verb,German,Middle High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,,
kriegspiel,10,2,noun,German,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuchen,6,2,noun,German, Old High German  ,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,3,0,,,2,1,,,,,,
lebhaft,7,2,adjective,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
Lorelei,7,3,noun,German,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumpen,6,2,adjective,German,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maar,4,1,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Mischsprache,12,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,
mohnseed,8,2,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nachschlag,10,2,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,
nagelfluh,9,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,
nockerl,7,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
oflag,5,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,
olivine,7,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
onegite,7,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
palagonite,10,4,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,
paraffin,8,3,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
partitur,8,3,noun,German,Italian,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,
patzer,6,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,
phenotype,9,3,noun,German,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
pickelhaube,11,4,noun,German,Old High German,Late Latin,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,3,1,,,3,0,2,0,2,0,,,,,,
pitchblende,11,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,
prosopography,13,5,noun,German,New Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,2,0
pumpernickel,12,4,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
putsch,6,1,noun,German,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
rathskeller,11,3,noun,German,,,,,,,,,,,,,7,0,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,3,0,,,,
rhodochrosite,13,4,noun,German,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,3,1,,,,
riegel,6,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,
robinsonade,11,4,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
rollmops,8,2,noun,German,Low German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,
Romadur,7,3,noun,German,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotogravure,11,4,noun,German,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,3,1,,,,,,,3,0,,,,,,,,,,
scherenschnitte,15,4,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,
schiller,8,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,
schlieren,9,2,plural noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,
schloss,7,1,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,,,3,1,,,,,,,4,1,,,,,,,,,,,,,2,0,2,0,,,,,,
schnecke,8,2,noun,German, Old High German  ,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,5,0,,,3,0,2,1,,,2,0,2,0,,,,,,
schneider,9,2,noun,German,Middle High German,Old High German,,,,,,,,,,,,,,,3,0,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,
schnell,7,1,adverb (or adjective),German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,
schnitzel,9,2,noun,German,Middle High German,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schuetzenfest,13,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
schuss,6,1,verb,German,Old High German,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schwarmerei,11,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,,,,,,,,12,1,,,,,,,,,,
scopolamine,11,3,noun,German,New Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,
spiegeleisen,12,4,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0
springerle,10,3,noun,German, Middle High German  ,Old High German,,,,,,,,,,,,,,,,,1,0,,,2,0,,,,,,,,,3,0,3,0,,,,,2,0,2,0,,,,,,
staatenbund,11,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0
statistics,10,3,plural noun,German,New Latin,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
stollen,7,2,noun,German, Old High German  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,2,0,,,,
strudel,7,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
symphily,8,3,noun,German,Greek,,,,,,,,,,,,,,,,,,,,13,0,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
tendenz,7,2,noun,German,Medieval Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,
thalweg,7,2,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,,,
vagile,6,2,adjective,German,Latin,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variscite,9,3,noun,German,Medieval Latin,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,3,0,,,,,,
veneer,6,2,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
verbigeration,13,5,noun,German,Latin,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,3,1,,,,,,
verboten,8,3,adjective,German,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
vorlage,7,3,noun,German,,,,,,,,,,,,,,,,,1,0,,,,,2,0,,,,,,,,,,,,,3,0,,,2,0,2,0,,,,,,
wanderlust,10,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
Weissnichtwo,12,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,3,0,2,1,2,0,,,,,,
weltpolitik,11,4,noun,German,French,Middle French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,
wiesenboden,11,4,noun,German,Old High German,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
xerogel,7,3,noun,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
zircon,6,2,noun,German,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwieback,8,2,noun,German,Old High German,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,
zwitterion,10,3,noun,German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,
bergschrund,11,2,noun,German ,Old High German,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,3,1,,,,
Bundestag,9,3,noun,German ,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,
konditorei,10,4,noun,German ,,,,,,,,,,,,,,,,,,,,,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,21,0
lebkuchen,9,3,noun,German ,Middle High German,Old High German,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
posaune,7,3,noun,German ,Middle High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,
verein,6,2,noun,German ,Middle High German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,
wedel,5,2,verb,German ,,,,,,,,,,,,,,,,,,,,,1,1,,,,,2,0,,,,,3,0,3,1,2,0,3,0,,,2,0,,,,,,
zugzwang,8,2,noun,German ,,,,,,,,,,,,,,,,,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
autobahn,8,3,noun,German  ,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
sauerbraten,11,4,noun,German  ,,,,,,,,,1,0,,,,,1,0,,,,,,,2,0,,,,,,,,,,,,,,,3,0,2,0,2,0,,,,,,
aktograph,9,3,noun,German  ,Latin,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poltergeist,11,3,noun,German  ,,,,,,,,,5,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,
gegenschein,11,3,noun,German  ,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,
lederhosen,10,4,plural noun,German  ,Middle High German,,,,,,,,9,0,,,,,5,0,,,,,,,,,4,0,,,,,,,,,,,,,,,,,2,0,2,0,,,,
antigen,7,3,noun,German  ,French,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meerschaum,10,2,noun,German  ,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affenpinscher,13,4,noun,German  ,,,,,,,,,,,,,5,1,,,,,,,1,0,,,,,2,0,,,,,,,3,0,,,,,,,,,,,2,0,,
auslaut,7,2,noun,German  ,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,
bildungsroman,13,4,noun,German  ,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5,0,,,,,,,,,2,0,3,0,2,0,2,0,,,,,,
blitzkrieg,10,2,noun,German  ,,,,,,,,,,,,,,,1,0,,,,,,,,,,,2,0,,,,,,,2,0,3,0,3,0,,,2,0,,,,,,
dachshund,9,2,noun,German  ,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,2,0,3,0,,,2,0,,,,,,
dauerlauf,9,3,noun,German  ,Middle High German,Middle Low German,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,
dehnstufe,9,3,noun,German  ,Old High German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,,,,,,,,
demantoid,9,3,noun,German  ,German, Middle Low German  ,Old French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
edelweiss,9,2,noun,German  ,,,,,,,,,,,,,,,,,1,0,,,,,,,,,2,1,,,,,,,3,1,,,3,0,2,0,2,0,,,,,,
einkorn,7,2,noun,German  , Old High German  ,,,,,,,,,,,,,,,,,,,,1,0,,,,,2,0,,,,,,,,,2,0,,,2,0,2,0,,,,,,
fackeltanz,10,3,noun,German  ,Old High German,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,,
festschrift,11,2,noun,German  ,,,,,,,,,,,,,5,0,,,,,,,,,,,2,0,,,,,5,1,,,,,,,,,,,,,,,,,,
flysch,6,1,noun,German  , German  ,,,,,,,,,,,,,,,,1,0,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
gauleiter,9,3,noun,German  ,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geistlich,9,2,adverb (or adjective),German  , Old High German  ,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,9,1,,,,,,,,,,
gemshorn,8,2,noun,German  ,Old High German,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gestapo,7,3,noun,German  ,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glockenspiel,12,3,noun,German  ,,,,,,,,,,,,,,,,,,,1,0,,,,,4,0,,,,,,,3,0,2,0,3,0,3,0,2,0,2,0,,,,,,
